Time (s),Math 1 (V)
-10,0.1138114603569688
-9.9975,-0.004382552473433879
-9.994999999999999,-0.04632193159613563
-9.9925,-0.04433831913123168
-9.99,-0.01572975418346636
-9.987500000000001,0.002075719267693177
-9.984999999999999,-0.007684779875419577
-9.9825,-0.007937186371680562
-9.98,0.001457644285842669
-9.977499999999999,0.006146443025987009
-9.975,0.001056172583205149
-9.9725,0.001073388742246637
-9.970000000000001,0.004912811130238125
-9.967499999999999,0.004274046505755807
-9.965,-0.003987296090286174
-9.9625,-0.0009310729273207689
-9.960000000000001,-0.003801593324139215
-9.9575,-0.007526686962629817
-9.955,-0.00582903074681184
-9.952500000000001,0.001266100809108378
-9.949999999999999,0.007389569585971893
-9.9475,0.008671353439343651
-9.945,0.005712240563376468
-9.942500000000001,0.002495100904396743
-9.94,0.0004483235045312988
-9.9375,-0.01529405501112248
-9.935,-0.01031594646846453
-9.932499999999999,-0.002501515242575214
-9.93,0.003206631657789822
-9.9275,0.01448924985081115
-9.925000000000001,0.006212416475848234
-9.922499999999999,0.003153806496555357
-9.92,-0.001223802234921726
-9.9175,-0.01283725076100854
-9.914999999999999,-0.009568707984895555
-9.9125,0.003763355275883742
-9.91,0.006737694709089377
-9.907500000000001,0.01360364382582277
-9.904999999999999,-5.242995554356887e-05
-9.9025,-0.0003311113314255966
-9.9,0.001831735918135584
-9.897500000000001,-0.0109212565107339
-9.895,-0.013033672046467
-9.8925,-0.01077427903683751
-9.890000000000001,0.006945073796320991
-9.887499999999999,0.01651860678521372
-9.885,0.00900599918601549
-9.8825,-0.001268132847335304
-9.880000000000001,-0.008450474889715884
-9.8775,-0.009670907205903729
-9.875,-0.002048125744135191
-9.8725,0.001292644265433624
-9.869999999999999,0.004027859305708263
-9.8675,0.01187235684313228
-9.865,0.003471443538047029
-9.862500000000001,-0.0006845439260298502
-9.859999999999999,-0.003928976072164667
-9.8575,-0.005602526879645353
-9.855,-0.001846020283788417
-9.852499999999999,-0.001999369677944679
-9.85,-0.003396117738560651
-9.8475,0.01022317018907958
-9.845000000000001,0.008644102510757779
-9.842499999999999,-0.005890155509487923
-9.84,-0.008434659374254205
-9.8375,-0.001736019904230491
-9.835000000000001,-0.007330918230625683
-9.8325,-0.002080114642872603
-9.83,0.006861790587360435
-9.827500000000001,0.01141559780148265
-9.824999999999999,0.0148547673631527
-9.8225,-0.002558594426532038
-9.82,-0.009490289103455537
-9.817500000000001,-0.01022109958844752
-9.815,-0.0107259834523998
-9.8125,0.006053083157324135
-9.81,0.007155795324313829
-9.807499999999999,0.004728854145694834
-9.805,-0.004306160733195313
-9.8025,0.009248866174288058
-9.800000000000001,0.001649565471265182
-9.797499999999999,-0.01003346624374694
-9.795,-0.007883063826774157
-9.7925,-0.001961301080009312
-9.789999999999999,0.007157857620738253
-9.7875,0.005275825886533505
-9.785,0.002588143807390106
-9.782500000000001,-0.007824219339622442
-9.779999999999999,0.00239271077744308
-9.7775,-0.00364179362522893
-9.775,-0.004231086216590297
-9.772500000000001,-0.002775175132305698
-9.77,0.0009203358888121176
-9.7675,0.01029849546800432
-9.765000000000001,0.009402736012322249
-9.762499999999999,-0.0009471493646203954
-9.76,-0.001900792298806907
-9.7575,-0.007855669780589998
-9.755000000000001,-0.006772799063888001
-9.7525,0.004738836492582965
-9.75,0.008851851603074914
-9.7475,0.00463955953860127
-9.744999999999999,-0.0007028325424022138
-9.7425,-0.006462024768545181
-9.74,-0.01223747993455701
-9.737500000000001,-0.0008778623789981975
-9.734999999999999,-0.001001364656645968
-9.7325,0.003601393187443462
-9.73,0.01223495037160041
-9.727499999999999,0.0103347574378303
-9.725,-0.007093218175539216
-9.7225,-0.003753167305780044
-9.720000000000001,-0.005426982058598305
-9.717499999999999,-0.001739117961432223
-9.715,-0.004083530165534403
-9.7125,-0.003270283174495279
-9.710000000000001,0.004657226246371912
-9.7075,0.001228101358622181
-9.705,0.00385832436274874
-9.702500000000001,0.007481164021667524
-9.699999999999999,-0.004864969156363605
-9.6975,-0.01133332629484279
-9.695,-0.002684204046545505
-9.692500000000001,-0.003005784459572125
-9.69,0.004440155986628723
-9.6875,0.01156744943339762
-9.685,0.009425843918307608
-9.682499999999999,0.000778086346268788
-9.68,-0.002408361130374115
-9.6775,-0.002529986764534994
-9.675000000000001,-0.01646754551650527
-9.672499999999999,-0.006176685790815116
-9.67,0.01242435076820248
-9.6675,0.009519817457000932
-9.664999999999999,0.002707485693277143
-9.6625,0.001505803529235394
-9.66,-0.007988546142188004
-9.657500000000001,-0.005907174018370171
-9.654999999999999,-0.00290648836065159
-9.6525,0.003481662547097291
-9.65,-1.495663959855792e-06
-9.647500000000001,0.0009644697154554165
-9.645,0.003036243346043358
-9.6425,0.006793975820593473
-9.640000000000001,0.001140472669945276
-9.637499999999999,-0.01820088284856615
-9.635,-0.004781510331101178
-9.6325,0.005811777823596132
-9.630000000000001,0.007073233456785761
-9.6275,0.008984317228399241
-9.625,0.003986317006454683
-9.6225,-0.005615738763147109
-9.619999999999999,-0.008749775639869908
-9.6175,-0.01063032271068645
-9.615,0.001399963606690876
-9.612500000000001,0.004863339249834467
-9.609999999999999,0.004118545681462793
-9.6075,0.01076762511667784
-9.605,0.00239966368590395
-9.602499999999999,-0.001326783752400855
-9.6,-0.004177225636614068
-9.5975,-0.009875366918106756
-9.595000000000001,-0.007918176673794351
-9.592499999999999,0.004332196505112369
-9.59,0.008850260282852232
-9.5875,0.009026473936650421
-9.585000000000001,0.005560154480129777
-9.5825,-0.01052526486904941
-9.58,-0.01177669971029515
-9.577500000000001,-0.003341889297194403
-9.574999999999999,0.005027671171386057
-9.5725,-0.002651639155752375
-9.57,0.002203422308458992
-9.567500000000001,0.009340588263398246
-9.565,0.003819048918958178
-9.5625,0.0004871044299041666
-9.56,-0.00294020386893726
-9.557499999999999,-0.01356658905165629
-9.555,-0.003304898771717031
